hästens man är brun
Correct	Parser	Rerank	Rerank Unigram	Translation
	48.45122146606445	5.273847885431977	7.187661748780586	I have an outlet in the government

sätt i kontakten i väggen
Correct	Parser	Rerank	Rerank Unigram	Translation
	50.676483154296875	13.448777970106917	6.620433088632234	* way in the contact in the wall
	50.676483154296875	13.448777970106917	6.620433088632234	* way in the contact in the wall
	50.676483154296875	12.809936992078102	6.620433088632234	* way in the contact in the wall
	50.676483154296875	12.809936992078102	6.620433088632234	* way in the contact in the wall
	50.8861083984375	13.448777970106917	6.620433088632234	way in the contact in the wall
	50.8861083984375	12.809936992078102	6.620433088632234	way in the contact in the wall
	51.021690368652344	12.809936992078102	6.620433088632234	* ways in the contact in the wall
	51.021690368652344	12.809936992078102	6.620433088632234	* ways in the contact in the wall
	51.021690368652344	13.448777970106917	6.620433088632234	* ways in the contact in the wall
	51.021690368652344	13.448777970106917	6.620433088632234	* ways in the contact in the wall
	51.23131561279297	12.809936992078102	6.620433088632234	ways in the contact in the wall
	51.23131561279297	13.448777970106917	6.620433088632234	ways in the contact in the wall
	52.0260009765625	3.426595447911391	6.680486859089092	* mode in the contact in the wall
	52.0260009765625	3.426595447911391	6.680486859089092	* mode in the contact in the wall
	52.0260009765625	2.535573999190906	6.680486859089092	* mode in the contact in the wall
	52.0260009765625	2.535573999190906	6.680486859089092	* mode in the contact in the wall
	52.235626220703125	2.535573999190906	6.680486859089092	mode in the contact in the wall
	52.235626220703125	3.426595447911391	6.680486859089092	mode in the contact in the wall
	52.37120819091797	3.426595447911391	6.680486859089092	* modes in the contact in the wall
	52.37120819091797	3.426595447911391	6.680486859089092	* modes in the contact in the wall

det simmar en val i havet
Correct	Parser	Rerank	Rerank Unigram	Translation
	49.82971954345703	9.474765294373693	8.688880163387404	it swims a pick in the sea
	49.9344367980957	9.474765294373693	8.688880163387404	it swims in the sea a pick
	50.41939163208008	9.474765294373693	8.688880163387404	it swims a pick in the sea
	50.52410888671875	9.474765294373693	8.688880163387404	it swims in the sea a pick
	50.53731918334961	3.5468230870232853	8.688880163387404	it swims a pick in the sea
	51.126991271972656	3.5468230870232853	8.688880163387404	it swims a pick in the sea
	51.34492111206055	9.474765294373693	8.688880163387404	it, a pick swims in the sea
	51.345306396484375	12.45829267548092	8.196231089289839	it swims a pick in the sea
	51.45002365112305	12.45829267548092	8.196231089289839	it swims in the sea a pick
	51.94780349731445	3.5468230870232853	8.688880163387404	it, a pick in the sea swims
	52.05290603637695	9.500840330949721	8.196231089289839	it swims a pick in the sea
	52.28181076049805	8.440044709584258	9.166762319552225	it swims a whale in the sea
	52.386531829833984	8.440044709584258	9.166762319552225	it swims in the sea a whale
	52.86050796508789	12.45829267548092	8.196231089289839	it, a pick swims in the sea
	52.871482849121094	8.440044709584258	9.166762319552225	it swims a whale in the sea
	52.97620391845703	8.440044709584258	9.166762319552225	it swims in the sea a whale
	52.98941421508789	4.1431763764208425	9.166762319552225	it swims a whale in the sea
	53.4633903503418	9.500840330949721	8.196231089289839	it, a pick in the sea swims
	53.57908630371094	4.1431763764208425	9.166762319552225	it swims a whale in the sea
	53.79701614379883	8.440044709584258	9.166762319552225	it, a whale swims in the sea

han röstar i valet
Correct	Parser	Rerank	Rerank Unigram	Translation
	34.36766052246094	4.188997041449271	7.202164021030834	he votes in the choice
	34.36766052246094	27.797848541894897	8.299089641255758	he votes down in the choice
	34.42295837402344	3.2817113211644826	7.2541589862084965	he votes in the election
	34.42295837402344	24.62832555516718	8.351084606433421	he votes down in the election
	38.63774871826172	4.188997041449271	7.202164021030834	* he votes in the choice
	38.63774871826172	27.797848541894897	8.299089641255758	* he votes down in the choice
	38.69304656982422	24.62832555516718	8.351084606433421	* he votes down in the election
	38.69304656982422	3.2817113211644826	7.2541589862084965	* he votes in the election
	41.08723449707031	4.188997041449271	7.202164021030834	he votes in the choice
	41.08723449707031	27.797848541894897	8.299089641255758	he votes down in the choice
	41.14253234863281	3.2817113211644826	7.2541589862084965	he votes in the election
	41.14253234863281	24.62832555516718	8.351084606433421	he votes down in the election
	41.59650802612305	6.8187894229616	7.389255354816969	* he votes ? in the choice
	41.65180587768555	7.311547629860216	7.441250319994632	* he votes ? in the election
	41.93209457397461	4.188997041449271	7.202164021030834	* he votes in the choice
	41.93209457397461	27.797848541894897	8.299089641255758	* he votes down in the choice
	41.98739242553711	3.2817113211644826	7.2541589862084965	* he votes in the election
	41.98739242553711	24.62832555516718	8.351084606433421	* he votes down in the election
	44.71088790893555	4.60664824223767	7.202164021030834	he votes in the choice
	44.71088790893555	34.690787814134886	8.299089641255758	he votes down in the choice

en röst på det politiska partiet
Correct	Parser	Rerank	Rerank Unigram	Translation
	43.705833435058594	3.0299215315400714	7.167479488414096	* a voice on the political party
	43.705833435058594	3.0299215315400714	7.167479488414096	* a voice on the political party
	43.91545867919922	3.0299215315400714	7.167479488414096	a voice on the political party
	47.76238250732422	6.849044706079154	7.954312676017452	* a voice upon the political party
	47.76238250732422	6.849044706079154	7.954312676017452	* a voice upon the political party
	47.972007751464844	6.849044706079154	7.954312676017452	a voice upon the political party
	48.68064880371094	3.0299215315400714	7.167479488414096	* one voice on the political party
	48.68064880371094	3.0299215315400714	7.167479488414096	* one voice on the political party
	48.89027404785156	3.0299215315400714	7.167479488414096	one voice on the political party
	49.24223327636719	6.374540845603739	8.100104983593074	* a voice onto the political party
	49.24223327636719	6.374540845603739	8.100104983593074	* a voice onto the political party
	49.45185852050781	6.374540845603739	8.100104983593074	a voice onto the political party
	50.2548713684082	3.0299215315400714	7.167479488414096	* a voice on the political party
	50.2548713684082	3.0299215315400714	7.167479488414096	* a voice on the political party
	50.365272521972656	3.0299215315400714	7.167479488414096	* a voice on the political party
	50.365272521972656	3.0299215315400714	7.167479488414096	* a voice on the political party
	50.46449661254883	3.0299215315400714	7.167479488414096	a voice on the political party
	52.73719787597656	6.849044706079154	7.954312676017452	* one voice upon the political party
	52.73719787597656	6.849044706079154	7.954312676017452	* one voice upon the political party
	52.94682312011719	6.849044706079154	7.954312676017452	one voice upon the political party

jag har tappat rösten
Correct	Parser	Rerank	Rerank Unigram	Translation
	34.6237907409668	4.456119467029465	8.287296759764445	I have dropped the voice
	34.6237907409668	4.456119467029465	8.287296759764445	I have dropped the voice
	38.89387893676758	4.456119467029465	8.287296759764445	* I have dropped the voice
	38.89387893676758	4.456119467029465	8.287296759764445	* I have dropped the voice
	41.34336471557617	4.456119467029465	8.287296759764445	I have dropped the voice
	41.34336471557617	4.456119467029465	8.287296759764445	I have dropped the voice
	41.716617584228516	2.5189072914895814	10.062335789840885	jag has dropped the voice
	42.061824798583984	2.5189072914895814	10.062335789840885	jags have dropped the voice
	42.18822479248047	4.456119467029465	8.287296759764445	* I have dropped the voice
	42.18822479248047	4.456119467029465	8.287296759764445	* I have dropped the voice
	44.14506912231445	25.657250070040018	10.629992473326135	* I have lost out the voice
	44.14506912231445	25.657250070040018	10.629992473326135	* I have lost out the voice
	44.14506912231445	25.657250070040018	10.629992473326135	* I have losed up the voice
	44.14506912231445	25.657250070040018	10.629992473326135	* I have losed up the voice
	44.14506912231445	25.657250070040018	10.629992473326135	* I have losed up the voice
	44.14506912231445	25.657250070040018	10.629992473326135	* I have losed up the voice
	44.14506912231445	25.657250070040018	10.629992473326135	* I have lost out the voice
	44.14506912231445	25.657250070040018	10.629992473326135	* I have lost out the voice
	45.61345291137695	4.456119467029465	8.287296759764445	* I have dropped the voice
	45.61345291137695	4.456119467029465	8.287296759764445	* I have dropped the voice

han har talets gåva
Correct	Parser	Rerank	Rerank Unigram	Translation
	45.28028106689453	5.876878895557513	7.797214436303488	he has gift of the speech
	46.021583557128906	5.876878895557513	7.9021960374413585	he has present of the speech
	47.962608337402344	5.860179252648116	8.292250981474046	he has gift of the discourse
	48.32865524291992	5.876878895557513	8.467413505752878	he has freebie of the speech
	48.70391082763672	5.860179252648116	8.397232582611917	he has present of the discourse
	48.95594024658203	22.61919278161646	8.539968299677291	he has gift of the peroration
	49.55036926269531	5.876878895557513	7.797214436303488	* he has gift of the speech
	49.69724655151367	22.61919278161646	8.644949900815163	he has present of the peroration
	50.29167175292969	5.876878895557513	7.9021960374413585	* he has present of the speech
	51.010982513427734	5.860179252648116	8.962450050923437	he has freebie of the discourse
	51.999855041503906	5.876878895557513	7.797214436303488	he has gift of the speech
	52.00431823730469	22.61919278161646	9.210167369126683	he has freebie of the peroration
	52.232696533203125	5.860179252648116	8.292250981474046	* he has gift of the discourse
	52.5987434387207	5.876878895557513	8.467413505752878	* he has freebie of the speech
	52.74115753173828	5.876878895557513	7.9021960374413585	he has present of the speech
	52.8447151184082	5.876878895557513	7.797214436303488	* he has gift of the speech
	52.9739990234375	5.860179252648116	8.397232582611917	* he has present of the discourse
	53.22602844238281	22.61919278161646	8.539968299677291	* he has gift of the peroration
	53.318660736083984	5.876878895557513	7.797214436303488	* he has gift of the speech
	53.58601760864258	5.876878895557513	7.9021960374413585	* he has present of the speech

summan är additionen av två tal
Correct	Parser	Rerank	Rerank Unigram	Translation
	49.41556930541992	0.08335341623712544	9.751169131775056	the sum is the addition of two speeches
	51.608856201171875	0.08335341623712544	10.206776495828922	the aggregate is the addition of two speeches
	51.83918380737305	4.623578330307902	8.142915892911207	the sum is the addition of two speeches
	52.097896575927734	3.034562858866039	10.411217858669133	the sum is the addition of two discourses
	52.54678726196289	4.623578330307902	8.142915892911207	the sum is the addition of two speeches
	53.09122848510742	48.33091749828862	10.741507616273461	the sum is the addition of two perorations
	53.6856575012207	0.08335341623712544	9.751169131775056	* the sum is the addition of two speeches
	54.032470703125	3.3202180885371315	8.484621415951608	the aggregate is the addition of two speeches
	54.29118347167969	3.034562858866039	10.866825222723	the aggregate is the addition of two discourses
	54.52151107788086	3.184373789028714	8.637952438081765	the sum is the addition of two discourses
	54.740074157714844	3.3202180885371315	8.484621415951608	the aggregate is the addition of two speeches
	55.2291145324707	3.184373789028714	8.637952438081765	the sum is the addition of two discourses
	55.284515380859375	48.33091749828862	11.197114980327328	the aggregate is the addition of two perorations
	55.51484680175781	36.88120779178359	8.885669756285012	the sum is the addition of two perorations
	55.79035186767578	6.163999213061201	8.950921271956558	the sum is the addition off two speeches
	55.878944396972656	0.08335341623712544	10.206776495828922	* the aggregate is the addition of two speeches
	56.10927200317383	4.623578330307902	8.142915892911207	* the sum is the addition of two speeches
	56.13514709472656	0.08335341623712544	9.751169131775056	the sum is the addition of two speeches
	56.22244644165039	36.88120779178359	8.885669756285012	the sum is the addition of two perorations
	56.367984771728516	3.034562858866039	10.411217858669133	* the sum is the addition of two discourses

vi lägger på ytterligare ett lager
Correct	Parser	Rerank	Rerank Unigram	Translation
	51.90922164916992	24.821387115832646	7.837835606771064	we lie back on other stock of one
	51.90922164916992	24.821387115832646	7.837835606771064	we lie back on other stock of one
	51.90922164916992	24.821387115832646	7.837835606771064	we lie around on other stock of one
	51.90922164916992	24.821387115832646	7.837835606771064	we lie around on other stock of one
	51.925384521484375	24.821387115832646	7.8564550655098175	we lie back on other store of one
	51.925384521484375	24.821387115832646	7.8564550655098175	we lie back on other store of one
	51.925384521484375	24.821387115832646	7.8564550655098175	we lie around on other store of one
	51.925384521484375	24.821387115832646	7.8564550655098175	we lie around on other store of one
	52.25442886352539	24.821387115832646	7.837835606771064	we lie back on other stocks of one
	52.25442886352539	24.821387115832646	7.837835606771064	we lie back on other stocks of one
	52.25442886352539	24.821387115832646	7.837835606771064	we lie around on other stocks of one
	52.25442886352539	24.821387115832646	7.837835606771064	we lie around on other stocks of one
	52.270591735839844	24.821387115832646	7.8564550655098175	we lie back on other stores of one
	52.270591735839844	24.821387115832646	7.8564550655098175	we lie back on other stores of one
	52.270591735839844	24.821387115832646	7.8564550655098175	we lie around on other stores of one
	52.270591735839844	24.821387115832646	7.8564550655098175	we lie around on other stores of one
	52.68781280517578	24.821387115832646	7.961429131330659	we lie back on other storage of one
	52.68781280517578	24.821387115832646	7.961429131330659	we lie back on other storage of one
	52.68781280517578	24.821387115832646	7.961429131330659	we lie around on other storage of one
	52.68781280517578	24.821387115832646	7.961429131330659	we lie around on other storage of one

han arbetar på ett lager
Correct	Parser	Rerank	Rerank Unigram	Translation
	37.446041107177734	4.477135864340871	6.751993440532921	he works on a stock
	37.46220397949219	4.342308947610151	6.775267763956364	he works on a store
	41.50259017944336	5.726474389255667	7.5388266281362775	he works upon a stock
	41.51875305175781	5.4381951156951285	7.562100951559721	he works upon a store
	41.716129302978516	4.477135864340871	6.751993440532921	* he works on a stock
	41.73229217529297	4.342308947610151	6.775267763956364	* he works on a store
	42.42085647583008	4.477135864340871	6.751993440532921	he works on one stock
	42.43701934814453	4.342308947610151	6.775267763956364	he works on one store
	42.98244094848633	5.664174230582919	7.684618935711898	he works onto a stock
	42.99860382080078	5.368897100998927	7.707893259135341	he works onto a store
	44.165618896484375	4.477135864340871	6.751993440532921	he works on a stock
	44.18178176879883	4.342308947610151	6.775267763956364	he works on a store
	45.010475158691406	4.477135864340871	6.751993440532921	* he works on a stock
	45.02663803100586	4.342308947610151	6.775267763956364	* he works on a store
	45.77267837524414	5.726474389255667	7.5388266281362775	* he works upon a stock
	45.788841247558594	5.4381951156951285	7.562100951559721	* he works upon a store
	45.79639434814453	2.6874114098086963	6.751993440532921	he works on stock of one
	45.81255340576172	2.6874114098086963	6.775267763956364	he works on store of one
	46.1416015625	2.6874114098086963	6.751993440532921	he works on stocks of one
	46.15776062011719	2.6874114098086963	6.775267763956364	he works on stores of one

han seglar en jakt
Correct	Parser	Rerank	Rerank Unigram	Translation
	46.265316009521484	2.5660509539629226	9.096564710812352	* he sails a hunt
	46.265316009521484	2.5660509539629226	9.096564710812352	* he sails a hunt
	47.121238708496094	2.5660509539629226	9.293675177196825	* he sails a pursuit
	47.121238708496094	2.5660509539629226	9.293675177196825	* he sails a pursuit
	47.252750396728516	2.1545839010413683	9.411341377809377	* he cruises a hunt
	47.252750396728516	2.1545839010413683	9.411341377809377	* he cruises a hunt
	47.64542770385742	2.5660509539629226	9.332306373186144	* he sails a hunting
	47.64542770385742	2.5660509539629226	9.332306373186144	* he sails a hunting
	48.108673095703125	2.1545839010413683	9.60845184419385	* he cruises a pursuit
	48.108673095703125	2.1545839010413683	9.60845184419385	* he cruises a pursuit
	48.63286209106445	2.1545839010413683	9.647083040183169	* he cruises a hunting
	48.63286209106445	2.1545839010413683	9.647083040183169	* he cruises a hunting
	48.77460861206055	3.9014421649368303	9.733443369930743	* he sails a yacht
	48.77460861206055	3.9014421649368303	9.733443369930743	* he sails a yacht
	49.55965805053711	2.5660509539629226	9.096564710812352	* he sails a hunt
	49.55965805053711	2.5660509539629226	9.096564710812352	* he sails a hunt
	49.76204299926758	2.1545839010413683	10.048220036927768	* he cruises a yacht
	49.76204299926758	2.1545839010413683	10.048220036927768	* he cruises a yacht
	50.41558074951172	2.5660509539629226	9.293675177196825	* he sails a pursuit
	50.41558074951172	2.5660509539629226	9.293675177196825	* he sails a pursuit

det spelar ingen roll
Correct	Parser	Rerank	Rerank Unigram	Translation
	31.84110450744629	8.802576902148198	8.261005365775235	it plays no role
	32.211936950683594	2.7265875084783233	7.496915188539725	it plays no role
	32.43077850341797	8.802576902148198	8.261005365775235	it plays no role
	32.801612854003906	2.7265875084783233	7.496915188539725	it plays no role
	33.2515869140625	8.802576902148198	8.261005365775235	it, no role plays
	33.356689453125	13.409456547273123	7.752162722556321	it plays no role
	33.622413635253906	2.7265875084783233	7.496915188539725	it, no role plays
	33.72752380371094	4.248031678636936	7.179095089629687	it plays no role
	34.767173767089844	13.409456547273123	7.752162722556321	it, no role plays
	35.13800048828125	4.248031678636936	7.179095089629687	it, no role plays
	36.11119079589844	8.802576902148198	8.261005365775235	* it plays no role
	36.482025146484375	2.7265875084783233	7.496915188539725	* it plays no role
	36.70086669921875	8.802576902148198	8.261005365775235	* it plays no role
	37.07170104980469	2.7265875084783233	7.496915188539725	* it plays no role
	37.521671295166016	8.802576902148198	8.261005365775235	* it, no role plays
	37.62677764892578	13.409456547273123	7.752162722556321	* it plays no role
	37.89250183105469	2.7265875084783233	7.496915188539725	* it, no role plays
	37.99760818481445	4.248031678636936	7.179095089629687	* it plays no role
	38.56067657470703	8.802576902148198	8.261005365775235	it plays no role
	38.93151092529297	2.7265875084783233	7.496915188539725	it plays no role

han tyckte om sin roll inom företaget
Correct	Parser	Rerank	Rerank Unigram	Translation

han har begått flera brott
Correct	Parser	Rerank	Rerank Unigram	Translation

styrelsen avskedade företagets ledning
Correct	Parser	Rerank	Rerank Unigram	Translation
	51.42866516113281	16.16358846903741	9.22102571976635	the board dismissed management of the enterprise
	52.72908401489258	40.747314591291705	9.469796060929097	the board dismissed leadership of the enterprise
	52.839149475097656	16.16358846903741	9.22102571976635	the board, management of the enterprise dismissed
	53.2835578918457	18.598206744668577	9.450559686612918	the board dismissed wire of the enterprise
	53.978515625	18.598206744668577	9.744441318367777	the board dismissed guidance of the enterprise
	54.13956832885742	40.747314591291705	9.469796060929097	the board, leadership of the enterprise dismissed
	54.69404220581055	18.598206744668577	9.450559686612918	the board, wire of the enterprise dismissed
	54.9708137512207	36.65630219312959	9.932265635549433	the directorate dismissed management of the enterprise
	54.993709564208984	19.24494028646208	10.121836757211318	the boardroom dismissed management of the enterprise
	55.388999938964844	18.598206744668577	9.744441318367777	the board, guidance of the enterprise dismissed
	55.61579895019531	18.598206744668577	10.046039695289174	the board dismissed conduit of the enterprise
	55.69371795654297	18.598206744668577	10.021260769747718	the board dismissed wiring of the enterprise
	55.698753356933594	16.16358846903741	9.22102571976635	* the board dismissed management of the enterprise
	56.16109085083008	18.598206744668577	10.108394155107593	the board dismissed conduction of the enterprise
